athleteName,clubName,countryName,source
Paddy Mulligan,Chelsea F.C.,Ireland,Wikidata
Vic Woodley,Chelsea F.C.,United Kingdom,Wikidata
Peter O'Dowd,Chelsea F.C.,United Kingdom,Wikidata
Ron Tindall,Chelsea F.C.,United Kingdom,Wikidata
Ólína Guðbjörg Viðarsdóttir,Chelsea F.C.,Iceland,Wikidata
Edda Garðarsdóttir,Chelsea F.C.,Iceland,Wikidata
Steven Hampshire,Chelsea F.C.,United Kingdom,Wikidata
Andy Myers,Chelsea F.C.,United Kingdom,Wikidata
Cecil Allen,Chelsea F.C.,United Kingdom,Wikidata
Colin Lee,Chelsea F.C.,United Kingdom,Wikidata
Jack Cock,Chelsea F.C.,United Kingdom,Wikidata
Jim McCalliog,Chelsea F.C.,United Kingdom,Wikidata
Joe Bacuzzi,Chelsea F.C.,United Kingdom,Wikidata
Les Allen,Chelsea F.C.,United Kingdom,Wikidata
Mark Falco,Chelsea F.C.,United Kingdom,Wikidata
Mark Stein,Chelsea F.C.,South Africa,Wikidata
Nana Ofori-Twumasi,Chelsea F.C.,United Kingdom,Wikidata
Percy Humphreys,Chelsea F.C.,United Kingdom,Wikidata
Roger Freestone,Chelsea F.C.,United Kingdom,Wikidata
Sam Millington,Chelsea F.C.,United Kingdom,Wikidata
Scott Minto,Chelsea F.C.,United Kingdom,Wikidata
Tony McAndrew,Chelsea F.C.,United Kingdom,Wikidata
Valerio Di Cesare,Chelsea F.C.,Italy,Wikidata
Warren Cummings,Chelsea F.C.,United Kingdom,Wikidata
Jhon Pírez,Chelsea F.C.,Uruguay,Wikidata
Benjamin Howard Baker,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Steve Kember,Chelsea F.C.,United Kingdom,Wikidata
Adam Phillip,Chelsea F.C.,United Kingdom,Wikidata
Adrian Pettigrew,Chelsea F.C.,United Kingdom,Wikidata
Adriana Martín,Chelsea F.C.,Spain,Wikidata
Alan Birchenall,Chelsea F.C.,United Kingdom,Wikidata
Alan Dickens,Chelsea F.C.,United Kingdom,Wikidata
Alan Dicks,Chelsea F.C.,United Kingdom,Wikidata
Alan Judge,Chelsea F.C.,United Kingdom,Wikidata
Alan Wilks,Chelsea F.C.,United Kingdom,Wikidata
Alex Davidson,Chelsea F.C.,United Kingdom,Wikidata
Alex Greenwood,Chelsea F.C.,United Kingdom,Wikidata
Alfred Bower,Chelsea F.C.,United Kingdom,Wikidata
Allan Young,Chelsea F.C.,United Kingdom,Wikidata
Andy Bowman,Chelsea F.C.,United Kingdom,Wikidata
Andy Malcolm,Chelsea F.C.,United Kingdom,Wikidata
Andy Walker,Chelsea F.C.,United Kingdom,Wikidata
Angus Douglas,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Archange Nkumu,Chelsea F.C.,United Kingdom,Wikidata
Arthur Holden,Chelsea F.C.,United Kingdom,Wikidata
Barry Ashworth,Chelsea F.C.,United Kingdom,Wikidata
Bertie Hill,Chelsea F.C.,United Kingdom,Wikidata
Bill Barraclough,Chelsea F.C.,United Kingdom,Wikidata
Bill Cartwright,Chelsea F.C.,United Kingdom,Wikidata
Bill Dickie,Chelsea F.C.,United Kingdom,Wikidata
Bill Garner,Chelsea F.C.,United Kingdom,Wikidata
Bill Robertson,Chelsea F.C.,United Kingdom,Wikidata
Bill Whittaker,Chelsea F.C.,United Kingdom,Wikidata
Billy Bridgeman,Chelsea F.C.,United Kingdom,Wikidata
Billy Clifford,Chelsea F.C.,United Kingdom,Wikidata
Billy Gray,Chelsea F.C.,United Kingdom,Wikidata
Billy Hughes,Chelsea F.C.,United Kingdom,Wikidata
Billy Williams,Chelsea F.C.,United Kingdom,Wikidata
Bob Iles,Chelsea F.C.,United Kingdom,Wikidata
Bob McAuley,Chelsea F.C.,Canada,Wikidata
Bob McNeil,Chelsea F.C.,United Kingdom,Wikidata
Bob McRoberts,Chelsea F.C.,United Kingdom,Wikidata
Bob Thomson,Chelsea F.C.,United Kingdom,Wikidata
Bob Warren,Chelsea F.C.,United Kingdom,Wikidata
Bob Whittingham,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bobby Atherton,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bobby Laverick,Chelsea F.C.,United Kingdom,Wikidata
Brian Bason,Chelsea F.C.,United Kingdom,Wikidata
Buchanan Sharp,Chelsea F.C.,United Kingdom,Wikidata
Carly Telford,Chelsea F.C.,United Kingdom,Wikidata
Charlie Livesey,Chelsea F.C.,United Kingdom,Wikidata
Chris Garland,Chelsea F.C.,United Kingdom,Wikidata
Chris Sulley,Chelsea F.C.,United Kingdom,Wikidata
Cliff Huxford,Chelsea F.C.,United Kingdom,Wikidata
Clive Wilson,Chelsea F.C.,United Kingdom,Wikidata
Colin Huxford,Chelsea F.C.,United Kingdom,Wikidata
Colin Waldron,Chelsea F.C.,United Kingdom,Wikidata
Damian Matthew,Chelsea F.C.,United Kingdom,Wikidata
Danny Granville,Chelsea F.C.,United Kingdom,Wikidata
Danny Woodards,Chelsea F.C.,United Kingdom,Wikidata
Darren Barnard,Chelsea F.C.,United Kingdom,Wikidata
"David Calderhead, Jr.",Chelsea F.C.,United Kingdom,Wikidata
David Cliss,Chelsea F.C.,United Kingdom,Wikidata
David Copeland,Chelsea F.C.,United Kingdom,Wikidata
David Lee,Chelsea F.C.,United Kingdom,Wikidata
Davide Zappacosta,Chelsea F.C.,Italy,Wikidata
Dennis Rofe,Chelsea F.C.,United Kingdom,Wikidata
Derek Richardson,Chelsea F.C.,United Kingdom,Wikidata
Derek Smethurst,Chelsea F.C.,South Africa,Wikidata
Dick Spence,Chelsea F.C.,United Kingdom,Wikidata
Dick Whittaker,Chelsea F.C.,Ireland,Wikidata
Dickie Deacon,Chelsea F.C.,United Kingdom,Wikidata
Doug Rougvie,Chelsea F.C.,United Kingdom,Wikidata
Eddie Lewis,Manchester United F.C.,United Kingdom,Wikidata
Edgar Wilson,Manchester United F.C.,United Kingdom,Wikidata
Edward Holt,Manchester United F.C.,United Kingdom,Wikidata
Edward Hudson,Manchester United F.C.,United Kingdom,Wikidata
Elijah Round,Manchester United F.C.,United Kingdom,Wikidata
Terry Skiverton,Chelsea F.C.,United Kingdom,Wikidata
Eric Eastwood,Manchester United F.C.,United Kingdom,Wikidata
Eric Young,Manchester United F.C.,United Kingdom,Wikidata
Ernest Vincent,Manchester United F.C.,United Kingdom,Wikidata
Ernest Williams,Chelsea F.C.,United Kingdom,Wikidata
Ernie Bond,Manchester United F.C.,United Kingdom,Wikidata
Ernie Hine,Manchester United F.C.,United Kingdom,Wikidata
Ernie Thompson,Manchester United F.C.,United Kingdom,Wikidata
Daniel Pappoe,Chelsea F.C.,Ghana,Wikidata
Ezra Royals,Manchester United F.C.,United Kingdom,Wikidata
Frank Brett,Manchester United F.C.,United Kingdom,Wikidata
Frank Clempson,Manchester United F.C.,United Kingdom,Wikidata
Tommy Baldwin,Chelsea F.C.,United Kingdom,Wikidata
Tommy Baldwin,Manchester United F.C.,United Kingdom,Wikidata
Frank Gill,Manchester United F.C.,United Kingdom,Wikidata
Frank Harris,Manchester United F.C.,United Kingdom,Wikidata
Frank Hodges,Manchester United F.C.,United Kingdom,Wikidata
Frank Kopel,Manchester United F.C.,United Kingdom,Wikidata
Frank Mitchell,Chelsea F.C.,Australia,Wikidata
Frank Thorpe,Manchester United F.C.,United Kingdom,Wikidata
Frank Upton,Chelsea F.C.,United Kingdom,Wikidata
Frank Wedge,Manchester United F.C.,United Kingdom,Wikidata
Frank Williams,Manchester United F.C.,United Kingdom,Wikidata
Richard Wilson,Chelsea F.C.,United Kingdom,Wikidata
Fred Jones,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Fred Rouse,Chelsea F.C.,United Kingdom,Wikidata
Fred Williams,Manchester United F.C.,United Kingdom,Wikidata
Freddy Capper,Manchester United F.C.,United Kingdom,Wikidata
Fábio Ferreira,Chelsea F.C.,Portugal,Wikidata
Fábio Paím,Chelsea F.C.,Portugal,Wikidata
Gareth Hall,Chelsea F.C.,United Kingdom,Wikidata
Gary Stanley,Chelsea F.C.,United Kingdom,Wikidata
Gary Twynham,Manchester United F.C.,United Kingdom,Wikidata
Gary Worthington,Manchester United F.C.,United Kingdom,Wikidata
Gemma Bonner,Chelsea F.C.,United Kingdom,Wikidata
Geoff Butler,Chelsea F.C.,United Kingdom,Wikidata
Geoff Hunter,Manchester United F.C.,United Kingdom,Wikidata
George Anderson,Chelsea F.C.,United Kingdom,Wikidata
George Buchan,Manchester United F.C.,United Kingdom,Wikidata
George Evans,Manchester United F.C.,United Kingdom,Wikidata
George Gladwin,Manchester United F.C.,United Kingdom,Wikidata
George Glaister,Manchester United F.C.,United Kingdom,Wikidata
George Haslam,Manchester United F.C.,United Kingdom,Wikidata
George Henderson,Chelsea F.C.,United Kingdom,Wikidata
George Hicks,Manchester United F.C.,United Kingdom,Wikidata
George Holdcroft,Manchester United F.C.,United Kingdom,Wikidata
George Lydon,Manchester United F.C.,United Kingdom,Wikidata
George Lyons,Manchester United F.C.,United Kingdom,Wikidata
George Millar,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
George Nevin,Manchester United F.C.,United Kingdom,Wikidata
George Nicol,Manchester United F.C.,United Kingdom,Wikidata
George O'Brien,Manchester United F.C.,United Kingdom,Wikidata
George Owen,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
George Pybus,Chelsea F.C.,United Kingdom,Wikidata
George Radcliffe,Manchester United F.C.,United Kingdom,Wikidata
George Roughton,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
George Sapsford,Manchester United F.C.,United Kingdom,Wikidata
George Schofield,Manchester United F.C.,United Kingdom,Wikidata
George Switzer,Manchester United F.C.,United Kingdom,Wikidata
George Travers,Manchester United F.C.,United Kingdom,Wikidata
George W. Smith,Chelsea F.C.,United Kingdom,Wikidata
Gilbert Glidden,Manchester United F.C.,United Kingdom,Wikidata
Gilbert Ovens,Chelsea F.C.,United Kingdom,Wikidata
Gordon Bolland,Chelsea F.C.,United Kingdom,Wikidata
Gordon Clayton,Manchester United F.C.,United Kingdom,Wikidata
Gordon Davies,Chelsea F.C.,United Kingdom,Wikidata
Graeme Tomlinson,Manchester United F.C.,United Kingdom,Wikidata
Graham Moore,Chelsea F.C.,United Kingdom,Wikidata
Graham Moore,Manchester United F.C.,United Kingdom,Wikidata
Graham Stuart,Chelsea F.C.,United Kingdom,Wikidata
Jamal Blackman,Chelsea F.C.,United Kingdom,Wikidata
Harold Dean,Manchester United F.C.,United Kingdom,Wikidata
Harold Miller,Chelsea F.C.,United Kingdom,Wikidata
Harry Erentz,Manchester United F.C.,United Kingdom,Wikidata
Harry Leonard,Manchester United F.C.,United Kingdom,Wikidata
Harry Wilkinson,Manchester United F.C.,United Kingdom,Wikidata
Sam Cookson,Manchester United F.C.,United Kingdom,Wikidata
Scott Wootton,Manchester United F.C.,United Kingdom,Wikidata
Jack Silcock,Manchester United F.C.,United Kingdom,Wikidata
Daniel Nardiello,Manchester United F.C.,United Kingdom,Wikidata
William Prunier,Manchester United F.C.,France,Wikidata
Geoff Bent,Manchester United F.C.,United Kingdom,Wikidata
Harry Stafford,Manchester United F.C.,United Kingdom,Wikidata
Mark Redshaw,Manchester United F.C.,United Kingdom,Wikidata
Maurice Setters,Manchester United F.C.,United Kingdom,Wikidata
Bert Whalley,Manchester United F.C.,United Kingdom,Wikidata
Marnick Vermijl,Manchester United F.C.,Belgium,Wikidata
Ron Davies,Manchester United F.C.,United Kingdom,Wikidata
Trevor Anderson,Manchester United F.C.,United Kingdom,Wikidata
Billy Whelan,Manchester United F.C.,Ireland,Wikidata
Colin Webster,Manchester United F.C.,United Kingdom,Wikidata
Floribert N'Galula,Manchester United F.C.,Belgium,Wikidata
Dick Duckworth,Manchester United F.C.,United Kingdom,Wikidata
Jim Brown,Manchester United F.C.,United Kingdom,Wikidata
Hussein Yasser,Manchester United F.C.,Qatar,Wikidata
Ian Ure,Manchester United F.C.,United Kingdom,Wikidata
Michael Stewart,Manchester United F.C.,United Kingdom,Wikidata
Charlie Mitten,Manchester United F.C.,United Kingdom,Wikidata
Bill Berry,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Delaney,Manchester United F.C.,United Kingdom,Wikidata
Willie Morgan,Manchester United F.C.,United Kingdom,Wikidata
Alan Brazil,Manchester United F.C.,United Kingdom,Wikidata
Ed McIlvenny,Manchester United F.C.,United States,Wikidata
Albert Quixall,Manchester United F.C.,United Kingdom,Wikidata
"John Aston, Jr.",Manchester United F.C.,United Kingdom,Wikidata
Peter Doherty,Manchester United F.C.,United Kingdom,Wikidata
Allenby Chilton,Manchester United F.C.,United Kingdom,Wikidata
Herbert Burgess,Manchester United F.C.,United Kingdom,Wikidata
Tony Dunne,Manchester United F.C.,Ireland,Wikidata
Alan McLoughlin,Manchester United F.C.,Ireland,Wikidata
Mike Pollitt,Manchester United F.C.,United Kingdom,Wikidata
John Wood,Manchester United F.C.,United Kingdom,Wikidata
Alex Bruce,Manchester United F.C.,United Kingdom,Wikidata
David Fox,Manchester United F.C.,United Kingdom,Wikidata
Ashley Dodd,Manchester United F.C.,United Kingdom,Wikidata
Charlie Roberts,Manchester United F.C.,United Kingdom,Wikidata
Eric Westwood,Manchester United F.C.,United Kingdom,Wikidata
Ritchie Jones,Manchester United F.C.,United Kingdom,Wikidata
Frédéric Veseli,Manchester United F.C.,Switzerland,Wikidata
Gary Woods,Manchester United F.C.,United Kingdom,Wikidata
George McLachlan,Manchester United F.C.,United Kingdom,Wikidata
James Miller,Manchester United F.C.,United Kingdom,Wikidata
Jock Dodds,Manchester United F.C.,United Kingdom,Wikidata
Oscar Linkson,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
John Willie Sutcliffe,Manchester United F.C.,United Kingdom,Wikidata
Michael Barnes,Manchester United F.C.,United Kingdom,Wikidata
Tommy Blackstock,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Brian Birch,Manchester United F.C.,United Kingdom,Wikidata
Phil Chisnall,Manchester United F.C.,United Kingdom,Wikidata
Etzaz Hussain,Manchester United F.C.,Norway,Wikidata
Rob McKinnon,Manchester United F.C.,United Kingdom,Wikidata
Ben Muirhead,Manchester United F.C.,United Kingdom,Wikidata
Nick Culkin,Manchester United F.C.,United Kingdom,Wikidata
Alex Notman,Manchester United F.C.,United Kingdom,Wikidata
Mark Lynch,Manchester United F.C.,United Kingdom,Wikidata
George Stacey,Manchester United F.C.,United Kingdom,Wikidata
Joe Cassidy,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Walter Cartwright,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Jimmy Turnbull,Manchester United F.C.,United Kingdom,Wikidata
Alf Steward,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Jack Crompton,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Graeme Hogg,Manchester United F.C.,United Kingdom,Wikidata
David Gaskell,Manchester United F.C.,United Kingdom,Wikidata
Tom Miller,Manchester United F.C.,United Kingdom,Wikidata
Alex Bell,Manchester United F.C.,United Kingdom,Wikidata
Ashley Grimes,Manchester United F.C.,Ireland,Wikidata
Ted MacDougall,Manchester United F.C.,United Kingdom,Wikidata
Tom Thorpe,Manchester United F.C.,United Kingdom,Wikidata
Tommy Rowe,Manchester United F.C.,United Kingdom,Wikidata
David Jeffrey,Manchester United F.C.,United Kingdom,Wikidata
Francis Burns,Manchester United F.C.,United Kingdom,Wikidata
Gerry Daly,Manchester United F.C.,Ireland,Wikidata
James Brown,Manchester United F.C.,United Kingdom,Wikidata
Jim McCalliog,Manchester United F.C.,United Kingdom,Wikidata
Kyle Moran,Manchester United F.C.,Ireland,Wikidata
Leslie Lievesley,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bill Dale,Manchester United F.C.,United Kingdom,Wikidata
Bill Gorman,Manchester United F.C.,Ireland,Wikidata
Bill Henderson,Manchester United F.C.,United Kingdom,Wikidata
Bill Inglis,Manchester United F.C.,United Kingdom,Wikidata
Bill McCartney,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bill McKay,Manchester United F.C.,United Kingdom,Wikidata
Bill Owen,Manchester United F.C.,United Kingdom,Wikidata
Bill Rawlings,Manchester United F.C.,United Kingdom,Wikidata
Bill Ridding,Manchester United F.C.,United Kingdom,Wikidata
Bill Williams,Manchester United F.C.,United Kingdom,Wikidata
Billy Boyd,Manchester United F.C.,United Kingdom,Wikidata
Billy Bridgewater,Manchester United F.C.,United Kingdom,Wikidata
Billy Dennis,Manchester United F.C.,United Kingdom,Wikidata
Billy Garton,Manchester United F.C.,United Kingdom,Wikidata
Billy Griffiths,Manchester United F.C.,United Kingdom,Wikidata
Billy Harrison,Manchester United F.C.,United Kingdom,Wikidata
Billy Hood,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Billy Johnston,Manchester United F.C.,United Kingdom,Wikidata
Billy McGlen,Manchester United F.C.,United Kingdom,Wikidata
Billy Morgan,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Billy Porter,Manchester United F.C.,United Kingdom,Wikidata
Billy Richards,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Billy Woodward,Manchester United F.C.,United Kingdom,Wikidata
Bob Bonthron,Manchester United F.C.,United Kingdom,Wikidata
Bob Hardisty,Manchester United F.C.,United Kingdom,Wikidata
Bob McFarlane,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bob Milarvie,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bob Valentine,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Bobby Noble,Manchester United F.C.,United Kingdom,Wikidata
Bobby Smith,Manchester United F.C.,United Kingdom,Wikidata
Brian Carey,Manchester United F.C.,Ireland,Wikidata
Bruno Fernandes,Manchester United F.C.,Portugal,Wikidata
Colin Heath,Manchester United F.C.,United Kingdom,Wikidata
Charles Mackie,Manchester United F.C.,United Kingdom,Wikidata
Charles Rothwell,Manchester United F.C.,United Kingdom,Wikidata
Charlie Harrison,Manchester United F.C.,United Kingdom,Wikidata
Charlie Hillam,Manchester United F.C.,United Kingdom,Wikidata
Charlie McGillivray,Manchester United F.C.,United Kingdom,Wikidata
Charlie Radford,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Charlie Ramsden,Manchester United F.C.,United Kingdom,Wikidata
Charlie Rennox,Manchester United F.C.,United Kingdom,Wikidata
Charlie Spencer,Manchester United F.C.,United Kingdom,Wikidata
Chris Casper,Manchester United F.C.,United Kingdom,Wikidata
Chris McGrath,Manchester United F.C.,United Kingdom,Wikidata
Chris Short,Manchester United F.C.,United Kingdom,Wikidata
Chris Taylor,Manchester United F.C.,United Kingdom,Wikidata
Chris Turner,Manchester United F.C.,United Kingdom,Wikidata
Cliff Collinson,Manchester United F.C.,United Kingdom,Wikidata
Clive Griffiths,Manchester United F.C.,United Kingdom,Wikidata
Colin McKee,Manchester United F.C.,United Kingdom,Wikidata
Craig Lawton,Manchester United F.C.,United Kingdom,Wikidata
Cyril Briggs,Manchester United F.C.,United Kingdom,Wikidata
Daniel Hurst,Manchester United F.C.,United Kingdom,Wikidata
Danny Byrne,Manchester United F.C.,United Kingdom,Wikidata
Danny Rose,Manchester United F.C.,United Kingdom,Wikidata
Danny Whitaker,Manchester United F.C.,United Kingdom,Wikidata
Dave Hanson,Manchester United F.C.,United Kingdom,Wikidata
David Bain,Manchester United F.C.,United Kingdom,Wikidata
David Bradley,Manchester United F.C.,United Kingdom,Wikidata
David Brown,Manchester United F.C.,United Kingdom,Wikidata
David Byrne,Manchester United F.C.,Ireland,Wikidata
David Christie,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
David Cork,Manchester United F.C.,United Kingdom,Wikidata
David Ellis,Manchester United F.C.,United Kingdom,Wikidata
David Evans,Manchester United F.C.,United Kingdom,Wikidata
David Fitzsimmons,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
David McFetteridge,Manchester United F.C.,United Kingdom,Wikidata
David Poole,Manchester United F.C.,United Kingdom,Wikidata
David Robbie,Manchester United F.C.,United Kingdom,Wikidata
David Ryan,Manchester United F.C.,United Kingdom,Wikidata
David Wilson,Manchester United F.C.,United Kingdom,Wikidata
Deiniol Graham,Manchester United F.C.,United Kingdom,Wikidata
Dennis Fidler,Manchester United F.C.,United Kingdom,Wikidata
Dennis Walker,Manchester United F.C.,United Kingdom,Wikidata
Derek Brazil,Manchester United F.C.,Ireland,Wikidata
Di Jones,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Dick Black,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Dick Gardner,Manchester United F.C.,United Kingdom,Wikidata
Dick Pegg,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Dick Smith,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Dick Wombwell,Manchester United F.C.,United Kingdom,Wikidata
Eddie Bailham,Manchester United F.C.,Ireland,Wikidata
Eddie Green,Manchester United F.C.,United Kingdom,Wikidata
Alastair Gordon,Chelsea F.C.,United Kingdom,Wikidata
Aldi Haxhia,Chelsea F.C.,Kosovo,Wikidata
Harry Ford,Chelsea F.C.,United Kingdom,Wikidata
Harry Wilding,Chelsea F.C.,United Kingdom,Wikidata
Harry Wilkinson,Chelsea F.C.,United Kingdom,Wikidata
Aziz Deen-Conteh,Chelsea F.C.,United Kingdom,Wikidata
Henry Boyd,Manchester United F.C.,United Kingdom,Wikidata
Henry Small,Manchester United F.C.,United Kingdom,Wikidata
Herbert Dale,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Herbert Heywood,Manchester United F.C.,United Kingdom,Wikidata
Herbert Mann,Manchester United F.C.,United Kingdom,Wikidata
Herbert Rothwell,Manchester United F.C.,United Kingdom,Wikidata
Terry Gibson,Manchester United F.C.,United Kingdom,Wikidata
Danny Stenning,Chelsea F.C.,United Kingdom,Wikidata
Horace Blew,Manchester United F.C.,United Kingdom,Wikidata
Hugh Billington,Chelsea F.C.,United Kingdom,Wikidata
Hugh Edmonds,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Hugh Kerr,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Hugh McLenahan,Manchester United F.C.,United Kingdom,Wikidata
Ian Britton,Chelsea F.C.,United Kingdom,Wikidata
Ian Donald,Manchester United F.C.,United Kingdom,Wikidata
Ian Fitzpatrick,Manchester United F.C.,United Kingdom,Wikidata
Ian MacFarlane,Chelsea F.C.,United Kingdom,Wikidata
Ian Moir,Manchester United F.C.,United Kingdom,Wikidata
Ian Watson,Chelsea F.C.,United Kingdom,Wikidata
Ian Wilkinson,Manchester United F.C.,United Kingdom,Wikidata
Luis Rojas,Manchester United F.C.,Chile,Wikidata
Marko Mitrović,Chelsea F.C.,Sweden,Wikidata
Nikki Ahamed,Chelsea F.C.,Sri Lanka,Wikidata
Nortei Nortey,Chelsea F.C.,United Kingdom,Wikidata
Ricardo Fernandes,Chelsea F.C.,Portugal,Wikidata
Jack Allister,Chelsea F.C.,United Kingdom,Wikidata
Rohan Ince,Chelsea F.C.,United Kingdom,Wikidata
Jack Barber,Manchester United F.C.,United Kingdom,Wikidata
Jack Bradley,Chelsea F.C.,United Kingdom,Wikidata
Jack Breedon,Manchester United F.C.,United Kingdom,Wikidata
Jack Cape,Manchester United F.C.,United Kingdom,Wikidata
Jack Flanagan,Manchester United F.C.,United Kingdom,Wikidata
Jack Griffiths,Manchester United F.C.,United Kingdom,Wikidata
Jack Grundy,Manchester United F.C.,United Kingdom,Wikidata
Jack Hall,Manchester United F.C.,United Kingdom,Wikidata
Jack Harrow,Chelsea F.C.,United Kingdom,Wikidata
Jack Howarth,Chelsea F.C.,United Kingdom,Wikidata
Jack McDonald,Manchester United F.C.,United Kingdom,Wikidata
Jack Mellor,Manchester United F.C.,United Kingdom,Wikidata
Jack Owen,Manchester United F.C.,United Kingdom,Wikidata
Jack Quinn,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Jack Saunders,Chelsea F.C.,United Kingdom,Wikidata
Jack Smith,Chelsea F.C.,United Kingdom,Wikidata
Jack Warner,Manchester United F.C.,United Kingdom,Wikidata
Jack Wilson,Manchester United F.C.,United Kingdom,Wikidata
Jackie Crawford,Chelsea F.C.,United Kingdom,Wikidata
Jackie Sheldon,Manchester United F.C.,United Kingdom,Wikidata
James Bain,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
James Cairns,Manchester United F.C.,United Kingdom,Wikidata
James Connachan,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
James Fisher,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
James Garvey,Manchester United F.C.,United Kingdom,Wikidata
James Hendry,Manchester United F.C.,United Kingdom,Wikidata
James Hodge,Manchester United F.C.,United Kingdom,Wikidata
James Hopkins,Manchester United F.C.,United Kingdom,Wikidata
James Montgomery,Manchester United F.C.,United Kingdom,Wikidata
James Pugh,Manchester United F.C.,United Kingdom,Wikidata
James Saunders,Chelsea F.C.,United Kingdom,Wikidata
James Saunders,Manchester United F.C.,United Kingdom,Wikidata
James Stark,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
James Thompson,Chelsea F.C.,United Kingdom,Wikidata
James Thomson,Manchester United F.C.,United Kingdom,Wikidata
James Watson,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Todd Kane,Chelsea F.C.,United Kingdom,Wikidata
Jason Cundy,Chelsea F.C.,Australia,Wikidata
Jason Lydiate,Manchester United F.C.,United Kingdom,Wikidata
Jay Richardson,Chelsea F.C.,United Kingdom,Wikidata
Jeff Wealands,Manchester United F.C.,United Kingdom,Wikidata
Jerry Murphy,Chelsea F.C.,United Kingdom,Wikidata
Jesse Lingard,Manchester United F.C.,United Kingdom,Wikidata
Jim Barron,Chelsea F.C.,United Kingdom,Wikidata
Jim Docherty,Chelsea F.C.,United Kingdom,Wikidata
Jim Thomson,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Argue,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Bain,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Bowie,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Broad,Manchester United F.C.,United Kingdom,Wikidata
Jimmy D'Arcy,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Dykes,Chelsea F.C.,United Kingdom,Wikidata
Jimmy Hanlon,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Kelly,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Leadbetter,Chelsea F.C.,United Kingdom,Wikidata
Jimmy McClelland,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Nicholson,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Robertson,Chelsea F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Jimmy Stanton,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Warner,Manchester United F.C.,United Kingdom,Wikidata
Jimmy Whitehouse,Manchester United F.C.,United Kingdom of Great Britain and Ireland,Wikidata
Jocelyn Rowe,Manchester United F.C.,United Kingdom,Wikidata
Joe Astley,Manchester United F.C.,United Kingdom,Wikidata
Joe Bradshaw,Chelsea F.C.,United Kingdom,Wikidata
Joe Curry,Manchester United F.C.,United Kingdom,Wikidata
Joe Davies,Manchester United F.C.,United Kingdom,Wikidata
Joe Dolan,Chelsea F.C.,United Kingdom,Wikidata
Joe Fascione,Chelsea F.C.,United Kingdom,Wikidata
